"agent_number","trial","eyes","legs","spots","arms","color","choices","dangerous","accuracy","rates","agent_types"
"20","24","1","0","0","1","1","1","0","0","0.955373764558928","one_good"
"20","25","0","0","0","0","0","0","0","1","0.47367043684875","one_good"
"20","26","1","1","0","1","0","1","0","0","0.602097780410455","one_good"
"20","27","1","0","1","1","1","1","1","1","0.578797081994477","one_good"
"20","28","1","0","0","1","0","0","0","1","0.397902219589545","one_good"
"20","29","0","1","1","0","1","1","0","0","0.551952744203061","one_good"
"20","30","0","0","1","0","1","1","0","0","0.027051842161679","one_good"
"20","31","0","1","1","0","0","0","0","1","0.0328749142012068","one_good"
"20","32","1","0","1","0","1","1","1","1","0.975646286345663","one_good"
"21","1","0","1","1","1","1","1","0","0",NA,"one_good"
"21","2","0","0","0","0","0","1","0","0",NA,"one_good"
"21","3","0","1","0","0","0","1","0","0",NA,"one_good"
"21","4","0","0","0","1","1","0","0","1",NA,"one_good"
"21","5","1","0","0","1","0","0","0","1",NA,"one_good"
"21","6","0","1","1","1","0","1","0","0",NA,"one_good"
"21","7","1","1","1","1","0","0","1","0",NA,"one_good"
"21","8","0","0","1","0","1","0","0","1","0.0493426463320827","one_good"
"21","9","0","1","0","1","0","0","0","1","0.0635412745638793","one_good"
"21","10","0","1","0","0","1","1","0","0","0.036396678492108","one_good"
"21","11","1","1","0","0","0","1","0","0","0.945345808539044","one_good"
"21","12","1","1","0","1","1","1","0","0","0.602097780410455","one_good"
"21","13","1","0","1","0","0","0","1","0","0.566589365589325","one_good"
"21","14","1","1","1","0","0","1","1","1","0.675255146752979","one_good"
"21","15","1","1","0","0","1","1","0","0","0.397902219589545","one_good"
"21","16","1","0","0","0","0","0","0","1","0.5","one_good"
"21","17","1","0","1","1","1","0","1","0","0.5","one_good"
"21","18","1","1","0","1","0","1","0","0","0.421202918005523","one_good"
"21","19","0","0","1","1","0","1","0","0","0.526933918986335","one_good"
"21","20","0","0","1","1","1","0","0","1","0.0301155306065996","one_good"
"21","21","1","1","1","1","1","1","1","1","0.972948157838321","one_good"
"21","22","1","0","1","1","0","1","1","1","0.959626175153075","one_good"
"21","23","0","1","1","0","1","0","0","1","0.0328749142012068","one_good"
"21","24","0","1","1","0","0","0","0","1","0.0243537136543369","one_good"
"21","25","0","0","0","1","0","0","0","1","0.0546541914609563","one_good"
"21","26","0","0","0","0","1","0","0","1","0.0328749142012068","one_good"
"21","27","0","0","1","0","0","0","0","1","0.0403738248469247","one_good"
"21","28","1","0","1","0","1","1","1","1","0.959626175153075","one_good"
"21","29","1","0","0","0","1","1","0","0","0.975646286345663","one_good"
"21","30","1","1","1","0","1","0","1","0","0.602097780410455","one_good"
"21","31","0","1","0","1","1","0","0","1","0.5","one_good"
"21","32","1","0","0","1","1","1","0","0","0.945345808539044","one_good"
"22","1","1","0","1","0","0","1","1","1",NA,"one_good"
"22","2","0","0","0","1","0","1","0","0",NA,"one_good"
"22","3","1","1","1","0","1","1","1","1","0.5","one_good"
"22","4","1","0","0","1","0","1","0","0","0.433410634410675","one_good"
"22","5","1","1","0","1","0","1","0","0","0.324744853247021","one_good"
"22","6","0","1","0","1","1","1","0","0","0.473066081013665","one_good"
"22","7","0","0","0","0","1","0","0","1","0.036396678492108","one_good"
"22","8","0","0","1","0","0","0","0","1","0.036396678492108","one_good"
"22","9","0","1","0","1","0","0","0","1","0.0446262354410721","one_good"
"22","10","0","1","0","0","0","0","0","1","0.0243537136543369","one_good"
"22","11","1","1","1","1","0","1","1","1","0.963603321507892","one_good"
"22","12","1","1","0","0","1","1","0","0","0.945345808539044","one_good"
"22","13","1","0","1","0","1","1","1","1","0.421202918005523","one_good"
"22","14","1","1","1","0","0","0","1","0","0.5","one_good"
"22","15","0","0","0","0","0","0","0","1","0.5","one_good"
"22","16","1","1","1","1","1","1","1","1","0.5","one_good"
"22","17","1","0","0","0","0","0","0","1","0.357602224106322","one_good"
"22","18","1","0","0","0","1","1","0","0","0.324744853247021","one_good"
"22","19","1","0","1","1","0","0","1","0","0.578797081994477","one_good"
"22","20","0","0","0","1","1","0","0","1","0.473066081013665","one_good"
"22","21","1","1","0","0","0","1","0","0","0.955373764558928","one_good"
"22","22","1","0","1","1","1","1","1","1","0.731058578630005","one_good"
"22","23","0","1","1","1","0","0","0","1","0.5","one_good"
"22","24","0","1","0","0","1","0","0","1","0.0446262354410721","one_good"
"22","25","0","1","1","0","1","0","0","1","0.0243537136543369","one_good"
"22","26","1","0","0","1","1","1","0","0","0.978029335286363","one_good"
"22","27","0","0","1","1","0","1","0","0","0.526933918986335","one_good"
"22","28","0","0","1","1","1","0","0","1","0.0301155306065996","one_good"
"22","29","0","1","1","1","1","0","0","1","0.027051842161679","one_good"
"22","30","0","1","1","0","0","0","0","1","0.0328749142012068","one_good"
"22","31","1","1","0","1","1","1","0","0","0.967125085798793","one_good"
"22","32","0","0","1","0","1","0","0","1","0.553112820543055","one_good"
"23","1","0","0","1","1","1","1","0","0",NA,"one_good"
"23","2","1","1","0","1","1","0","0","1",NA,"one_good"
"23","3","1","1","1","0","1","1","1","1",NA,"one_good"
"23","4","0","1","0","0","1","1","0","0","0.473066081013665","one_good"
"23","5","1","1","1","0","0","1","1","1","0.963603321507892","one_good"
"23","6","0","0","0","1","1","0","0","1","0.0297488083360414","one_good"
"23","7","0","1","0","1","0","0","0","1","0.036396678492108","one_good"
"23","8","0","1","1","0","0","0","0","1","0.0448766708691192","one_good"
"23","9","0","0","1","1","0","0","0","1","0.036396678492108","one_good"
"23","10","1","0","0","0","0","1","0","0","0.963603321507892","one_good"
"23","11","1","1","1","1","0","0","1","0","0.675255146752979","one_good"
"23","12","0","0","0","0","1","0","0","1","0.421552420778005","one_good"
"23","13","0","0","1","0","1","0","0","1","0.0219706647136371","one_good"
"23","14","0","1","1","1","1","0","0","1","0.0403738248469247","one_good"
"23","15","1","1","0","0","0","0","0","1","0.967125085798793","one_good"
"23","16","1","0","1","0","0","0","1","0","0.5","one_good"
"23","17","1","1","0","0","1","0","0","1","0.324744853247021","one_good"
"23","18","0","1","1","1","0","0","0","1","0.52632956315125","one_good"
"23","19","1","0","1","0","1","1","1","1","0.978029335286363","one_good"
"23","20","1","0","1","1","1","1","1","1","0.975646286345663","one_good"
"23","21","1","0","0","1","0","1","0","0","0.963603321507892","one_good"
"23","22","1","1","0","1","0","1","0","0","0.324744853247021","one_good"
"23","23","0","0","0","1","0","1","0","0","0.473066081013665","one_good"
"23","24","1","0","1","1","0","1","1","1","0.972948157838321","one_good"
"23","25","0","1","0","1","1","0","0","1","0.0328749142012068","one_good"
"23","26","0","1","1","0","1","0","0","1","0.0328749142012068","one_good"
"23","27","0","1","0","0","0","1","0","0","0.0328749142012068","one_good"
"23","28","1","0","0","1","1","1","0","0","0.967125085798793","one_good"
"23","29","1","1","1","1","1","0","1","0","0.5","one_good"
"23","30","0","0","0","0","0","1","0","0","0.448047255796939","one_good"
"23","31","0","0","1","0","0","1","0","0","0.5","one_good"
"23","32","1","0","0","0","1","1","0","0","0.950657353667917","one_good"
"24","1","0","1","1","0","0","0","0","1",NA,"one_good"
"24","2","0","1","0","0","1","1","0","0",NA,"one_good"
"24","3","1","1","1","0","0","0","1","0",NA,"one_good"
"24","4","0","1","1","0","1","0","0","1","0.027051842161679","one_good"
"24","5","1","0","0","0","0","1","0","0","0.942450151376087","one_good"
"24","6","0","1","0","0","0","0","0","1","0.446887179456945","one_good"
"24","7","1","0","0","1","0","1","0","0","0.950657353667917","one_good"
"24","8","1","1","1","0","1","1","1","1","0.731058578630005","one_good"
"24","9","1","0","1","0","1","1","1","1","0.675255146752979","one_good"
"24","10","0","0","0","1","0","1","0","0","0.419775374501657","one_good"
"24","11","1","1","0","0","1","1","0","0","0.967125085798793","one_good"
"24","12","0","0","1","1","1","0","0","1","0.553112820543055","one_good"
"24","13","1","0","1","1","1","1","1","1","0.9698844693934","one_good"
"24","14","0","0","0","0","1","0","0","1","0.036396678492108","one_good"
"24","15","0","0","0","1","1","0","0","1","0.027051842161679","one_good"
"24","16","0","0","1","1","0","0","0","1","0.0403738248469247","one_good"
"24","17","0","0","0","0","0","0","0","1","0.0328749142012068","one_good"
"24","18","0","0","1","0","0","0","0","1","0.0243537136543369","one_good"
"24","19","0","1","1","1","0","1","0","0","0.036396678492108","one_good"
"24","20","1","1","0","1","0","1","0","0","0.945345808539044","one_good"
"24","21","1","0","1","1","0","0","1","0","0.602097780410455","one_good"
"24","22","1","0","0","0","1","1","0","0","0.5","one_good"
"24","23","1","1","0","1","1","1","0","0","0.421202918005523","one_good"
"24","24","1","1","1","1","0","1","1","1","0.602097780410455","one_good"
"24","25","1","1","0","0","0","0","0","1","0.5","one_good"
"24","26","1","1","1","1","1","1","1","1","0.675255146752979","one_good"
"24","27","0","1","0","1","1","1","0","0","0.526933918986335","one_good"
"24","28","0","1","1","1","1","0","0","1","0.0301155306065996","one_good"
"24","29","1","0","0","1","1","1","0","0","0.963603321507892","one_good"
"24","30","0","0","1","0","1","1","0","0","0.5","one_good"
"24","31","1","0","1","0","0","1","1","1","0.945345808539044","one_good"
"24","32","0","1","0","1","0","0","0","1","0.0575498486239132","one_good"
"25","1","0","1","1","0","0","1","0","0",NA,"one_good"
"25","2","0","0","1","1","1","1","0","0",NA,"one_good"
"25","3","1","1","1","0","1","0","1","0",NA,"one_good"
"25","4","1","1","0","1","1","1","0","0","0.975646286345663","one_good"
"25","5","0","0","0","1","1","1","0","0","0.473066081013665","one_good"
"25","6","0","0","0","0","1","0","0","1","0.0219706647136371","one_good"
"25","7","1","1","1","0","0","1","1","1","0.967125085798793","one_good"
"25","8","0","0","0","1","0","0","0","1","0.0328749142012068","one_good"
"25","9","1","0","1","0","1","1","1","1","0.967125085798793","one_good"
"25","10","1","1","1","1","0","1","1","1","0.950657353667917","one_good"
"25","11","1","1","0","0","0","1","0","0","0.963603321507892","one_good"
"25","12","0","0","0","0","0","0","0","1","0.446887179456945","one_good"
"25","13","1","0","0","1","1","1","0","0","0.5","one_good"
"25","14","0","1","0","0","0","1","0","0","0.52632956315125","one_good"
"25","15","0","1","1","1","1","0","0","1","0.0546541914609563","one_good"
"25","16","1","1","0","1","0","1","0","0","0.975646286345663","one_good"
"25","17","1","1","0","0","1","0","0","1","0.421202918005523","one_good"
"25","18","1","0","0","1","0","1","0","0","0.578797081994477","one_good"
"25","19","0","1","0","1","0","0","0","1","0.5","one_good"
"25","20","0","0","1","0","0","0","0","1","0.0493426463320827","one_good"
"25","21","1","0","0","0","1","1","0","0","0.936458725436121","one_good"
"25","22","0","1","1","0","1","1","0","0","0.5","one_good"
"25","23","1","0","0","0","0","1","0","0","0.955373764558928","one_good"
"25","24","0","1","0","1","1","0","0","1","0.52632956315125","one_good"
"25","25","0","1","0","0","1","0","0","1","0.0219706647136371","one_good"
"25","26","0","0","1","1","0","0","0","1","0.0702682727201727","one_good"
"25","27","0","0","1","0","1","0","0","1","0.0328749142012068","one_good"
"25","28","1","1","1","1","1","1","1","1","0.975646286345663","one_good"
"25","29","1","0","1","0","0","1","1","1","0.945345808539044","one_good"
"25","30","1","0","1","1","0","1","1","1","0.975646286345663","one_good"
"25","31","1","0","1","1","1","1","1","1","0.972948157838321","one_good"
"25","32","0","1","1","1","0","0","0","1","0.0493426463320827","one_good"
"26","1","1","1","1","1","1","1","1","1",NA,"one_good"
"26","2","1","1","0","1","1","1","0","0",NA,"one_good"
"26","3","1","1","1","0","0","0","1","0","0.5","one_good"
"26","4","1","1","1","1","0","0","1","0","0.5","one_good"
"26","5","0","1","0","1","0","0","0","1","0.526933918986335","one_good"
"26","6","0","1","0","0","1","0","0","1","0.0328749142012068","one_good"
"26","7","0","0","0","1","0","0","0","1","0.0493426463320827","one_good"
"26","8","0","1","1","0","0","0","0","1","0.0546541914609563","one_good"
"26","9","1","0","1","0","1","1","1","1","0.950657353667917","one_good"
"26","10","1","1","0","0","0","1","0","0","0.945345808539044","one_good"
"26","11","1","0","0","0","1","1","0","0","0.602097780410455","one_good"
"26","12","1","1","0","1","0","0","0","1","0.433410634410675","one_good"
"26","13","1","0","1","1","0","1","1","1","0.5","one_good"
"26","14","1","0","1","0","0","1","1","1","0.675255146752979","one_good"
"26","15","0","0","1","1","0","1","0","0","0.526933918986335","one_good"
"26","16","1","1","0","0","1","1","0","0","0.959570601099624","one_good"
"26","17","1","0","0","1","0","0","0","1","0.578797081994477","one_good"
"26","18","0","1","1","1","1","0","0","1","0.5","one_good"
"26","19","0","0","1","0","1","0","0","1","0.0403738248469247","one_good"
"26","20","0","1","0","0","0","0","0","1","0.0493426463320827","one_good"
"26","21","0","1","0","1","1","0","0","1","0.0297488083360414","one_good"
"26","22","1","0","1","1","1","1","1","1","0.963603321507892","one_good"
"26","23","0","1","1","0","1","0","0","1","0.036396678492108","one_good"
"26","24","0","0","0","1","1","0","0","1","0.0546541914609563","one_good"
"26","25","0","1","1","1","0","0","0","1","0.0493426463320827","one_good"
"26","26","1","1","1","0","1","1","1","1","0.963603321507892","one_good"
"26","27","1","0","0","1","1","1","0","0","0.955373764558928","one_good"
"26","28","0","0","0","0","0","1","0","0","0.47367043684875","one_good"
"26","29","0","0","0","0","1","0","0","1","0.473066081013665","one_good"
"26","30","0","0","1","0","0","0","0","1","0.036396678492108","one_good"
"26","31","0","0","1","1","1","0","0","1","0.036396678492108","one_good"
"26","32","1","0","0","0","0","1","0","0","0.955373764558928","one_good"
"27","1","0","0","1","0","0","1","0","0",NA,"one_good"
"27","2","1","0","0","0","1","0","0","1",NA,"one_good"
"27","3","1","0","1","0","1","1","1","1",NA,"one_good"
"27","4","0","0","0","1","0","0","0","1","0.47367043684875","one_good"
"27","5","1","1","1","0","0","1","1","1","0.967125085798793","one_good"
"27","6","0","1","0","0","1","0","0","1","0.0493426463320827","one_good"
"27","7","1","1","1","1","0","1","1","1","0.978029335286363","one_good"
"27","8","0","0","0","0","0","0","0","1","0.0328749142012068","one_good"
"27","9","0","0","0","1","1","0","0","1","0.0328749142012068","one_good"
"27","10","1","1","1","0","1","1","1","1","0.967125085798793","one_good"
"27","11","0","0","1","0","1","0","0","1","0.0403738248469247","one_good"
"27","12","0","1","0","0","0","0","0","1","0.0493426463320827","one_good"
"27","13","0","1","0","1","0","0","0","1","0.0219706647136371","one_good"
"27","14","1","0","1","1","0","1","1","1","0.950657353667917","one_good"
"27","15","0","0","0","0","1","0","0","1","0.0446262354410721","one_good"
"27","16","1","1","0","1","0","1","0","0","0.967125085798793","one_good"
"27","17","0","1","1","0","1","0","0","1","0.5","one_good"
"27","18","0","1","0","1","1","0","0","1","0.0328749142012068","one_good"
"27","19","1","1","0","1","1","1","0","0","0.939350947778358","one_good"
"27","20","0","1","1","1","1","0","0","1","0.473066081013665","one_good"
"27","21","1","0","1","1","1","1","1","1","0.972948157838321","one_good"
"27","22","1","0","0","1","1","0","0","1","0.975646286345663","one_good"
"27","23","0","1","1","1","0","0","0","1","0.52632956315125","one_good"
"27","24","1","1","0","0","1","1","0","0","0.955373764558928","one_good"
"27","25","0","0","1","1","1","1","0","0","0.580224625498342","one_good"
"27","26","1","1","1","1","1","1","1","1","0.972948157838321","one_good"
"27","27","1","0","0","0","0","1","0","0","0.942450151376087","one_good"
"27","28","1","1","0","0","0","0","0","1","0.324744853247021","one_good"
"27","29","0","0","1","1","0","0","0","1","0.52632956315125","one_good"
"27","30","1","0","0","1","0","1","0","0","0.945345808539044","one_good"
"27","31","0","1","1","0","0","1","0","0","0.52632956315125","one_good"
"27","32","1","0","1","0","0","1","1","1","0.945345808539044","one_good"
"28","1","0","0","0","0","1","0","0","1",NA,"one_good"
"28","2","1","1","1","1","1","0","1","0",NA,"one_good"
"28","3","0","0","0","1","0","0","0","1","0.5","one_good"
"28","4","0","1","1","1","1","0","0","1","0.0606490522216423","one_good"
"28","5","1","0","0","0","0","1","0","0","0.947795966188527","one_good"
"28","6","1","0","1","1","0","0","1","0","0.5","one_good"
"28","7","0","1","0","1","0","1","0","0","0.5","one_good"
"28","8","0","0","0","0","0","0","0","1","0.036396678492108","one_good"
"28","9","0","1","0","0","1","0","0","1","0.0297488083360414","one_good"
"28","10","1","1","1","0","0","1","1","1","0.963603321507892","one_good"
"28","11","0","1","0","0","0","0","0","1","0.027051842161679","one_good"
"28","12","0","0","0","1","1","0","0","1","0.040429398900376","one_good"
"28","13","1","1","1","1","0","1","1","1","0.978029335286363","one_good"
"28","14","1","1","0","0","1","1","0","0","0.950657353667917","one_good"
"28","15","1","0","1","0","1","0","1","0","0.421202918005523","one_good"
"28","16","1","1","0","1","0","1","0","0","0.357602224106322","one_good"
"28","17","1","0","1","1","1","0","1","0","0.675255146752979","one_good"
"28","18","1","0","0","0","1","1","0","0","0.578797081994477","one_good"
"28","19","0","1","1","0","0","1","0","0","0.5","one_good"
"28","20","1","1","1","0","1","1","1","1","0.959626175153075","one_good"
"28","21","0","1","0","1","1","0","0","1","0.0493426463320827","one_good"
"28","22","1","0","1","0","0","1","1","1","0.970251191663958","one_good"
"28","23","0","0","1","1","1","0","0","1","0.036396678492108","one_good"
"28","24","0","1","1","0","1","0","0","1","0.036396678492108","one_good"
"28","25","1","1","0","1","1","1","0","0","0.936458725436121","one_good"
"28","26","0","0","1","0","0","1","0","0","0.605119681330225","one_good"
"28","27","0","0","1","1","0","0","0","1","0.027051842161679","one_good"
"28","28","0","0","1","0","1","0","0","1","0.0403738248469247","one_good"
"28","29","0","1","1","1","0","0","0","1","0.0493426463320827","one_good"
"28","30","1","0","0","1","1","1","0","0","0.955373764558928","one_good"
"28","31","1","1","0","0","0","0","0","1","0.578797081994477","one_good"
"28","32","1","0","0","1","0","0","0","1","0.5","one_good"
"29","1","0","0","1","0","0","1","0","0",NA,"one_good"
"29","2","1","1","0","1","0","0","0","1",NA,"one_good"
"29","3","0","0","1","1","0","1","0","0",NA,"one_good"
"29","4","1","0","0","1","1","1","0","0",NA,"one_good"
"29","5","1","0","0","0","0","1","0","0",NA,"one_good"
"29","6","0","0","1","0","1","1","0","0",NA,"one_good"
"29","7","0","1","0","0","0","0","0","1",NA,"one_good"
"29","8","0","1","1","0","0","1","0","0",NA,"one_good"
"29","9","1","1","1","0","1","1","1","1",NA,"one_good"
"29","10","1","1","1","1","0","1","1","1","0.972948157838321","one_good"
"29","11","0","1","1","1","1","0","0","1","0.0403738248469247","one_good"
"29","12","1","1","0","1","1","1","0","0","0.959626175153075","one_good"
"29","13","0","0","0","0","1","1","0","0","0.448047255796939","one_good"
"29","14","1","1","1","0","0","1","1","1","0.978029335286363","one_good"
"29","15","1","0","0","0","1","1","0","0","0.939350947778358","one_good"
"29","16","1","1","0","0","0","0","0","1","0.602097780410455","one_good"
"29","17","1","0","1","0","0","0","1","0","0.602097780410455","one_good"
"29","18","0","1","0","0","1","0","0","1","0.446887179456945","one_good"
"29","19","1","0","0","1","0","1","0","0","0.967125085798793","one_good"
"29","20","0","0","0","1","0","0","0","1","0.445645691722522","one_good"
"29","21","0","1","1","1","0","0","0","1","0.036396678492108","one_good"
"29","22","0","0","1","1","1","0","0","1","0.036396678492108","one_good"
"29","23","0","0","0","1","1","0","0","1","0.0219706647136371","one_good"
"29","24","0","1","0","1","0","0","0","1","0.0328749142012068","one_good"
"29","25","1","0","1","1","1","1","1","1","0.967125085798793","one_good"
"29","26","0","1","0","1","1","0","0","1","0.0243537136543369","one_good"
"29","27","1","0","1","1","0","1","1","1","0.978029335286363","one_good"
"29","28","0","0","0","0","0","0","0","1","0.0493426463320827","one_good"
"29","29","1","1","1","1","1","1","1","1","0.959626175153075","one_good"
"29","30","1","1","0","0","1","1","0","0","0.959626175153075","one_good"
"29","31","0","1","1","0","1","1","0","0","0.5","one_good"
"29","32","1","0","1","0","1","1","1","1","0.959626175153075","one_good"
"30","1","1","0","0","1","0","0","0","1",NA,"one_good"
"30","2","0","0","1","1","1","1","0","0",NA,"one_good"
"30","3","1","0","0","0","1","1","0","0",NA,"one_good"
"30","4","1","0","1","1","0","1","1","1",NA,"one_good"
"30","5","0","0","1","1","0","1","0","0","0.52632956315125","one_good"
"30","6","1","1","0","1","0","1","0","0","0.963603321507892","one_good"
"30","7","1","1","1","1","1","1","1","1","0.804429682506957","one_good"
"30","8","1","0","0","1","1","1","0","0","0.5","one_good"
"30","9","0","1","0","0","1","0","0","1","0.5","one_good"
"30","10","1","1","0","0","0","1","0","0","0.945345808539044","one_good"
"30","11","1","1","1","1","0","1","1","1","0.602097780410455","one_good"
"30","12","0","0","0","0","1","0","0","1","0.448047255796939","one_good"
"30","13","0","1","0","0","0","0","0","1","0.036396678492108","one_good"
"30","14","0","0","1","0","1","0","0","1","0.0446262354410721","one_good"
"30","15","0","1","1","1","1","1","0","0","0.0403738248469247","one_good"
"30","16","1","1","1","0","1","1","1","1","0.959626175153075","one_good"
"30","17","1","1","1","0","0","1","1","1","0.975646286345663","one_good"
"30","18","0","0","0","0","0","0","0","1","0.0635412745638793","one_good"
"30","19","0","1","1","0","1","0","0","1","0.027051842161679","one_good"
"30","20","0","1","0","1","1","0","0","1","0.0328749142012068","one_good"
"30","21","1","1","0","0","1","1","0","0","0.959626175153075","one_good"
"30","22","1","1","0","1","1","1","0","0","0.324744853247021","one_good"
"30","23","0","1","1","1","0","1","0","0","0.526933918986335","one_good"
"30","24","0","0","1","0","0","0","0","1","0.0403738248469247","one_good"
"30","25","0","0","0","1","1","0","0","1","0.040429398900376","one_good"
"30","26","1","0","1","0","1","1","1","1","0.963603321507892","one_good"
"30","27","0","1","1","0","0","0","0","1","0.0635412745638793","one_good"
"30","28","1","0","1","0","0","1","1","1","0.972948157838321","one_good"
"30","29","0","0","0","1","0","0","0","1","0.0493426463320827","one_good"
"30","30","1","0","0","0","0","1","0","0","0.972948157838321","one_good"
"30","31","1","0","1","1","1","1","1","1","0.578797081994477","one_good"
"30","32","0","1","0","1","0","0","0","1","0.47367043684875","one_good"
"31","1","0","0","1","1","0","0","0","1",NA,"one_good"
"31","2","0","0","0","0","1","0","0","1",NA,"one_good"
"31","3","0","1","0","1","0","1","0","0",NA,"one_good"
"31","4","1","1","1","0","0","1","1","1",NA,"one_good"
"31","5","1","0","0","1","1","1","0","0","0.963603321507892","one_good"
"31","6","1","0","1","1","1","1","1","1","0.5","one_good"
"31","7","0","1","1","0","1","0","0","1","0.52632956315125","one_good"
"31","8","0","0","0","1","0","0","0","1","0.0635412745638793","one_good"
"31","9","0","1","0","1","1","0","0","1","0.036396678492108","one_good"
"31","10","0","0","0","0","0","0","0","1","0.0446262354410721","one_good"
"31","11","1","0","1","1","0","1","1","1","0.978029335286363","one_good"
"31","12","1","1","0","1","0","1","0","0","0.959626175153075","one_good"
"31","13","1","1","0","0","1","1","0","0","0.357602224106322","one_good"
"31","14","1","0","0","0","0","0","0","1","0.5","one_good"
"31","15","0","1","1","1","1","1","0","0","0.551952744203061","one_good"
"31","16","1","0","1","0","1","1","1","1","0.963603321507892","one_good"
"31","17","1","1","1","1","1","1","1","1","0.955123329130881","one_good"
"31","18","1","1","0","1","1","1","0","0","0.972948157838321","one_good"
"31","19","0","0","1","0","1","0","0","1","0.52632956315125","one_good"
"31","20","1","0","0","0","1","1","0","0","0.945345808539044","one_good"
"31","21","0","0","1","0","0","0","0","1","0.47367043684875","one_good"
"31","22","0","1","1","0","0","0","0","1","0.0243537136543369","one_good"
"31","23","1","1","1","0","1","1","1","1","0.972948157838321","one_good"
"31","24","1","0","1","0","0","1","1","1","0.959626175153075","one_good"
"31","25","0","0","1","1","1","1","0","0","0.0493426463320827","one_good"
"31","26","0","1","0","0","1","0","0","1","0.0446262354410721","one_good"
"31","27","0","0","0","1","1","0","0","1","0.0328749142012068","one_good"
"31","28","1","0","0","1","0","1","0","0","0.959626175153075","one_good"
"31","29","0","1","1","1","0","0","0","1","0.5","one_good"
"31","30","0","1","0","0","0","0","0","1","0.036396678492108","one_good"
"31","31","1","1","1","1","0","1","1","1","0.963603321507892","one_good"
"31","32","1","1","0","0","0","1","0","0","0.955123329130881","one_good"
"32","1","0","1","1","1","1","0","0","1",NA,"one_good"
"32","2","1","0","1","0","0","1","1","1",NA,"one_good"
"32","3","0","1","0","1","0","1","0","0","0.5","one_good"
"32","4","1","1","0","0","1","1","0","0","0.963603321507892","one_good"
"32","5","0","0","0","1","0","1","0","0","0.5","one_good"
"32","6","1","1","0","1","1","1","0","0","0.975646286345663","one_good"
"32","7","1","1","1","0","0","0","1","0","0.578797081994477","one_good"
"32","8","0","0","0","0","0","1","0","0","0.52632956315125","one_good"
"32","9","0","1","1","0","0","1","0","0","0.580224625498342","one_good"
"32","10","0","1","0","0","1","0","0","1","0.036396678492108","one_good"
"32","11","1","1","1","1","1","1","1","1","0.963603321507892","one_good"
"32","12","0","0","0","0","1","0","0","1","0.0219706647136371","one_good"
"32","13","1","1","0","1","0","1","0","0","0.967125085798793","one_good"
"32","14","1","1","1","0","1","0","1","0","0.675255146752979","one_good"
"32","15","1","0","0","0","1","1","0","0","0.578797081994477","one_good"
"32","16","0","1","0","1","1","0","0","1","0.5","one_good"
"32","17","0","1","0","0","0","0","0","1","0.036396678492108","one_good"
"32","18","0","0","1","0","1","0","0","1","0.0546541914609563","one_good"
"32","19","0","1","1","1","0","0","0","1","0.0493426463320827","one_good"
"32","20","1","0","1","0","1","1","1","1","0.978029335286363","one_good"
"32","21","0","0","1","1","1","0","0","1","0.0403738248469247","one_good"
"32","22","0","0","1","1","0","0","0","1","0.0243537136543369","one_good"
"32","23","0","0","1","0","0","0","0","1","0.027051842161679","one_good"
"32","24","1","1","1","1","0","1","1","1","0.950657353667917","one_good"
"32","25","1","0","0","1","1","1","0","0","0.955373764558928","one_good"
"32","26","1","0","0","1","0","1","0","0","0.397902219589545","one_good"
"32","27","0","0","0","1","1","0","0","1","0.446887179456945","one_good"
"32","28","1","0","0","0","0","0","0","1","0.950657353667917","one_good"
"32","29","1","0","1","1","0","0","1","0","0.602097780410455","one_good"
"32","30","0","1","1","0","1","1","0","0","0.5","one_good"
"32","31","1","0","1","1","1","1","1","1","0.975646286345663","one_good"
"32","32","1","1","0","0","0","1","0","0","0.936458725436121","one_good"
"33","1","1","0","0","1","0","0","0","1",NA,"one_good"
"33","2","1","1","1","0","0","0","1","0",NA,"one_good"
"33","3","1","0","1","0","1","0","1","0","0.5","one_good"
"33","4","1","1","0","1","1","0","0","1","0.324744853247021","one_good"
"33","5","0","0","0","1","0","1","0","0","0.47367043684875","one_good"
"33","6","1","0","0","0","1","1","0","0","0.975646286345663","one_good"
"33","7","0","1","1","1","1","1","0","0","0.52632956315125","one_good"
"33","8","0","0","0","1","1","0","0","1","0.036396678492108","one_good"
"33","9","0","0","1","0","1","0","0","1","0.0448766708691192","one_good"
"33","10","0","0","1","0","0","0","0","1","0.027051842161679","one_good"
"33","11","1","1","1","1","0","1","1","1","0.950657353667917","one_good"
"33","12","0","1","1","0","0","0","0","1","0.027051842161679","one_good"
"33","13","1","1","1","1","1","1","1","1","0.975646286345663","one_good"
"33","14","1","0","0","0","0","1","0","0","0.936458725436121","one_good"
"33","15","1","1","0","0","0","0","0","1","0.324744853247021","one_good"
"33","16","0","0","0","0","1","0","0","1","0.47367043684875","one_good"
"33","17","0","1","0","0","0","0","0","1","0.0328749142012068","one_good"
"33","18","1","1","0","0","1","1","0","0","0.959626175153075","one_good"
"33","19","1","1","0","1","0","0","0","1","0.5","one_good"
"33","20","0","1","0","0","1","1","0","0","0.5","one_good"
"33","21","0","1","0","1","0","0","0","1","0.036396678492108","one_good"
"33","22","0","1","1","0","1","0","0","1","0.0546541914609563","one_good"
"33","23","1","0","1","0","0","1","1","1","0.950657353667917","one_good"
"33","24","0","0","1","1","1","0","0","1","0.036396678492108","one_good"
"33","25","0","0","0","0","0","1","0","0","0.0546541914609563","one_good"
